number_of_adults,number_of_children,number_of_weekend_nights,number_of_week_nights,type_of_meal,car_parking_space,room_type,lead_time,market_segment_type,repeated,p-c,p-not-c,average_price,special_requests,date_of_reservation,booking_status,number_of_children_log,number_of_week_nights_log,car_parking_space_log,lead_time_log,repeated_log,p-c_log,p-not-c_log,special_requests_log,reservation_year,reservation_month,reservation_day,reservation_weekday,booking_status_flag
3,0,2,5,Meal Plan 1,0,Room_Type 4,40,Online,0,0,0,135.76,0,2018-04-22,Canceled,0.0,1.791759469228055,0.0,3.713572066704308,0.0,0.0,0.0,0.0,2018.0,4.0,22.0,Sunday,1
2,1,2,5,Meal Plan 1,0,Room_Type 1,105,Online,0,0,0,102.83,3,2018-11-12,Not_Canceled,0.6931471805599453,1.791759469228055,0.0,4.663439094112067,0.0,0.0,0.0,1.3862943611198906,2018.0,11.0,12.0,Monday,0
2,0,2,3,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,103.0,1,2017-11-14,Not_Canceled,0.0,1.3862943611198906,0.0,1.0986122886681096,0.0,0.0,0.0,0.6931471805599453,2017.0,11.0,14.0,Tuesday,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,286,Offline,0,0,0,58.5,0,2018-09-16,Not_Canceled,0.0,1.0986122886681096,0.0,5.659482215759621,0.0,0.0,0.0,0.0,2018.0,9.0,16.0,Sunday,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,73.95,0,2018-03-10,Canceled,0.0,1.3862943611198906,0.0,4.23410650459726,0.0,0.0,0.0,0.0,2018.0,3.0,10.0,Saturday,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,148,Online,0,0,0,105.3,0,2018-05-05,Not_Canceled,0.0,1.3862943611198906,0.0,5.003946305945459,0.0,0.0,0.0,0.0,2018.0,5.0,5.0,Saturday,0
3,0,2,0,Meal Plan 1,0,Room_Type 4,68,Online,0,0,0,133.2,2,2018-04-24,Not_Canceled,0.0,0.0,0.0,4.23410650459726,0.0,0.0,0.0,1.0986122886681096,2018.0,4.0,24.0,Tuesday,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,30,Offline,0,0,0,85.5,0,2018-03-30,Not_Canceled,0.0,1.0986122886681096,0.0,3.4339872044851463,0.0,0.0,0.0,0.0,2018.0,3.0,30.0,Friday,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,112.0,1,2018-11-03,Canceled,0.0,0.6931471805599453,0.0,2.70805020110221,0.0,0.0,0.0,0.6931471805599453,2018.0,11.0,3.0,Saturday,1
1,0,2,3,Meal Plan 1,0,Room_Type 1,117,Offline,0,0,0,110.0,0,2018-06-05,Not_Canceled,0.0,1.3862943611198906,0.0,4.770684624465665,0.0,0.0,0.0,0.0,2018.0,6.0,5.0,Tuesday,0
2,0,1,4,Meal Plan 1,0,Room_Type 4,85,Online,0,0,0,91.48,1,2018-07-13,Not_Canceled,0.0,1.6094379124341003,0.0,4.454347296253507,0.0,0.0,0.0,0.6931471805599453,2018.0,7.0,13.0,Friday,0
2,0,0,2,Not Selected,0,Room_Type 1,1,Online,0,0,0,135.0,2,2018-10-20,Not_Canceled,0.0,1.0986122886681096,0.0,0.6931471805599453,0.0,0.0,0.0,1.0986122886681096,2018.0,10.0,20.0,Saturday,0
1,0,1,2,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,129.0,2,2018-10-17,Not_Canceled,0.0,1.0986122886681096,0.0,3.258096538021482,0.0,0.0,0.0,1.0986122886681096,2018.0,10.0,17.0,Wednesday,0
2,0,2,4,Not Selected,0,Room_Type 1,289,Online,0,0,0,70.55,2,2018-12-28,Canceled,0.0,1.6094379124341003,0.0,5.66988092298052,0.0,0.0,0.0,1.0986122886681096,2018.0,12.0,28.0,Friday,1
2,0,1,4,Meal Plan 1,0,Room_Type 4,28,Offline,0,0,0,75.0,0,2017-10-19,Not_Canceled,0.0,1.6094379124341003,0.0,3.367295829986474,0.0,0.0,0.0,0.0,2017.0,10.0,19.0,Thursday,0
1,0,0,4,Not Selected,0,Room_Type 1,80,Online,0,0,0,72.25,0,2018-03-29,Not_Canceled,0.0,1.6094379124341003,0.0,4.394449154672439,0.0,0.0,0.0,0.0,2018.0,3.0,29.0,Thursday,0
2,0,0,1,Meal Plan 1,0,Room_Type 4,11,Online,0,0,0,155.0,2,2017-10-09,Not_Canceled,0.0,0.6931471805599453,0.0,2.4849066497880004,0.0,0.0,0.0,1.0986122886681096,2017.0,10.0,9.0,Monday,0
2,1,1,0,Meal Plan 1,0,Room_Type 1,162,Online,0,0,0,121.5,2,2018-07-25,Canceled,0.6931471805599453,0.0,0.0,5.093750200806762,0.0,0.0,0.0,1.0986122886681096,2018.0,7.0,25.0,Wednesday,1
2,0,2,5,Meal Plan 1,0,Room_Type 1,155,Online,0,0,0,90.95,2,2018-06-28,Not_Canceled,0.0,1.791759469228055,0.0,5.049856007249537,0.0,0.0,0.0,1.0986122886681096,2018.0,6.0,28.0,Thursday,0
1,0,2,2,Meal Plan 1,0,Room_Type 1,82,Online,0,0,0,109.65,0,2018-05-22,Not_Canceled,0.0,1.0986122886681096,0.0,4.418840607796598,0.0,0.0,0.0,0.0,2018.0,5.0,22.0,Tuesday,0
3,0,2,4,Meal Plan 1,0,Room_Type 4,27,Online,0,0,0,142.72,0,2018-04-15,Canceled,0.0,1.6094379124341003,0.0,3.332204510175204,0.0,0.0,0.0,0.0,2018.0,4.0,15.0,Sunday,1
1,0,1,2,Meal Plan 1,0,Room_Type 1,13,Offline,0,0,0,90.0,0,2018-05-09,Not_Canceled,0.0,1.0986122886681096,0.0,2.639057329615259,0.0,0.0,0.0,0.0,2018.0,5.0,9.0,Wednesday,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,245,Online,0,0,0,75.0,0,2018-06-17,Canceled,0.0,1.0986122886681096,0.0,5.5053315359323625,0.0,0.0,0.0,0.0,2018.0,6.0,17.0,Sunday,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,111.0,1,2018-11-18,Canceled,0.0,1.0986122886681096,0.0,2.4849066497880004,0.0,0.0,0.0,0.6931471805599453,2018.0,11.0,18.0,Sunday,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,266,Online,0,0,0,86.7,2,2018-10-30,Not_Canceled,0.0,1.0986122886681096,0.0,5.58724865840025,0.0,0.0,0.0,1.0986122886681096,2018.0,10.0,30.0,Tuesday,0
2,0,1,0,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,117.9,1,2018-03-28,Not_Canceled,0.0,0.0,0.0,3.6888794541139363,0.0,0.0,0.0,0.6931471805599453,2018.0,3.0,28.0,Wednesday,0
2,0,0,4,Not Selected,0,Room_Type 1,112,Online,0,0,0,101.58,1,2018-05-04,Not_Canceled,0.0,1.6094379124341003,0.0,4.727387818712341,0.0,0.0,0.0,0.6931471805599453,2018.0,5.0,4.0,Friday,0
2,0,1,2,Not Selected,0,Room_Type 1,88,Online,0,0,0,58.9,1,2018-04-08,Not_Canceled,0.0,1.0986122886681096,0.0,4.48863636973214,0.0,0.0,0.0,0.6931471805599453,2018.0,4.0,8.0,Sunday,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,120.0,0,2018-06-08,Not_Canceled,0.0,0.6931471805599453,0.0,4.04305126783455,0.0,0.0,0.0,0.0,2018.0,6.0,8.0,Friday,0
2,0,2,3,Meal Plan 1,0,Room_Type 4,73,Online,0,0,0,107.1,0,2018-04-07,Canceled,0.0,1.3862943611198906,0.0,4.304065093204169,0.0,0.0,0.0,0.0,2018.0,4.0,7.0,Saturday,1
2,0,1,1,Meal Plan 1,0,Room_Type 1,80,Online,0,0,0,126.9,1,2018-05-02,Not_Canceled,0.0,0.6931471805599453,0.0,4.394449154672439,0.0,0.0,0.0,0.6931471805599453,2018.0,5.0,2.0,Wednesday,0
2,0,0,3,Meal Plan 1,0,Room_Type 4,130,Online,0,0,0,139.5,2,2018-09-29,Canceled,0.0,1.3862943611198906,0.0,4.875197323201151,0.0,0.0,0.0,1.0986122886681096,2018.0,9.0,29.0,Saturday,1
2,0,1,3,Not Selected,0,Room_Type 1,69,Online,0,0,0,80.75,1,2018-04-04,Not_Canceled,0.0,1.3862943611198906,0.0,4.248495242049359,0.0,0.0,0.0,0.6931471805599453,2018.0,4.0,4.0,Wednesday,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,273,Online,0,0,0,109.0,0,2017-07-17,Canceled,0.0,1.0986122886681096,0.0,5.6131281063880705,0.0,0.0,0.0,0.0,2017.0,7.0,17.0,Monday,1
2,0,0,1,Meal Plan 2,0,Room_Type 1,55,Offline,0,0,0,104.0,0,2018-04-06,Not_Canceled,0.0,0.6931471805599453,0.0,4.02535169073515,0.0,0.0,0.0,0.0,2018.0,4.0,6.0,Friday,0
1,0,0,3,Meal Plan 1,0,Room_Type 1,4,Corporate,1,1,5,65.0,1,2018-11-01,Not_Canceled,0.0,1.3862943611198906,0.0,1.6094379124341003,0.6931471805599453,0.6931471805599453,1.791759469228055,0.6931471805599453,2018.0,11.0,1.0,Thursday,0
2,0,0,3,Meal Plan 1,0,Room_Type 4,97,Online,0,0,0,140.4,0,2018-05-24,Not_Canceled,0.0,1.3862943611198906,0.0,4.584967478670572,0.0,0.0,0.0,0.0,2018.0,5.0,24.0,Thursday,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,44,Offline,0,0,0,75.0,0,2018-02-17,Not_Canceled,0.0,1.3862943611198906,0.0,3.8066624897703196,0.0,0.0,0.0,0.0,2018.0,2.0,17.0,Saturday,0
2,0,0,1,Not Selected,0,Room_Type 1,31,Online,0,0,0,94.5,0,2018-04-14,Canceled,0.0,0.6931471805599453,0.0,3.4657359027997265,0.0,0.0,0.0,0.0,2018.0,4.0,14.0,Saturday,1
2,0,1,0,Not Selected,0,Room_Type 1,0,Online,0,0,0,109.0,0,2018-06-05,Not_Canceled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,6.0,5.0,Tuesday,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,62,Online,0,0,0,105.0,2,2018-11-12,Not_Canceled,0.0,1.0986122886681096,0.0,4.143134726391533,0.0,0.0,0.0,1.0986122886681096,2018.0,11.0,12.0,Monday,0
2,0,2,2,Meal Plan 1,0,Room_Type 4,86,Online,0,0,0,107.95,1,2018-04-17,Not_Canceled,0.0,1.0986122886681096,0.0,4.465908118654584,0.0,0.0,0.0,0.6931471805599453,2018.0,4.0,17.0,Tuesday,0
2,0,1,1,Not Selected,0,Room_Type 1,197,Online,0,0,0,85.5,1,2018-08-01,Not_Canceled,0.0,0.6931471805599453,0.0,5.288267030694535,0.0,0.0,0.0,0.6931471805599453,2018.0,8.0,1.0,Wednesday,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,143,Online,0,0,0,105.3,2,2018-07-12,Not_Canceled,0.0,1.0986122886681096,0.0,4.969813299576001,0.0,0.0,0.0,1.0986122886681096,2018.0,7.0,12.0,Thursday,0
2,0,0,2,Meal Plan 1,0,Room_Type 4,8,Online,0,0,0,156.0,0,2018-06-15,Canceled,0.0,1.0986122886681096,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,2018.0,6.0,15.0,Friday,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,73.15,1,2018-11-16,Not_Canceled,0.0,1.0986122886681096,0.0,2.639057329615259,0.0,0.0,0.0,0.6931471805599453,2018.0,11.0,16.0,Friday,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,280,Online,0,0,0,110.0,0,2018-09-19,Canceled,0.0,1.0986122886681096,0.0,5.638354669333745,0.0,0.0,0.0,0.0,2018.0,9.0,19.0,Wednesday,1
2,1,1,0,Not Selected,0,Room_Type 1,11,Online,0,0,0,87.4,1,2017-09-13,Not_Canceled,0.6931471805599453,0.0,0.0,2.4849066497880004,0.0,0.0,0.0,0.6931471805599453,2017.0,9.0,13.0,Wednesday,0
2,0,1,2,Not Selected,0,Room_Type 1,185,Online,0,0,0,79.2,0,2018-12-16,Canceled,0.0,1.0986122886681096,0.0,5.225746673713202,0.0,0.0,0.0,0.0,2018.0,12.0,16.0,Sunday,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,160,Online,0,0,0,90.95,1,2018-06-30,Not_Canceled,0.0,1.3862943611198906,0.0,5.081404364984463,0.0,0.0,0.0,0.6931471805599453,2018.0,6.0,30.0,Saturday,0
2,0,0,4,Meal Plan 1,0,Room_Type 1,104,Online,0,0,0,91.48,1,2018-10-18,Not_Canceled,0.0,1.6094379124341003,0.0,4.653960350157523,0.0,0.0,0.0,0.6931471805599453,2018.0,10.0,18.0,Thursday,0
2,1,0,1,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,150.0,1,2018-11-05,Canceled,0.6931471805599453,0.6931471805599453,0.0,2.4849066497880004,0.0,0.0,0.0,0.6931471805599453,2018.0,11.0,5.0,Monday,1
2,0,0,1,Not Selected,0,Room_Type 1,2,Online,0,0,0,89.0,0,2018-03-22,Not_Canceled,0.0,0.6931471805599453,0.0,1.0986122886681096,0.0,0.0,0.0,0.0,2018.0,3.0,22.0,Thursday,0
2,0,1,4,Not Selected,0,Room_Type 1,14,Online,0,0,0,91.43,1,2018-08-17,Not_Canceled,0.0,1.6094379124341003,0.0,2.70805020110221,0.0,0.0,0.0,0.6931471805599453,2018.0,8.0,17.0,Friday,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,22,Offline,0,0,0,140.0,0,2018-05-20,Not_Canceled,0.0,1.0986122886681096,0.0,3.1354942159291497,0.0,0.0,0.0,0.0,2018.0,5.0,20.0,Sunday,0
1,1,2,5,Not Selected,0,Room_Type 1,37,Online,0,0,0,87.78,0,2017-10-24,Not_Canceled,0.6931471805599453,1.791759469228055,0.0,3.6375861597263857,0.0,0.0,0.0,0.0,2017.0,10.0,24.0,Tuesday,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,80.85,1,2017-09-09,Not_Canceled,0.0,1.3862943611198906,0.0,2.4849066497880004,0.0,0.0,0.0,0.6931471805599453,2017.0,9.0,9.0,Saturday,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,86,Online,0,0,0,82.45,1,2018-03-31,Not_Canceled,0.0,1.3862943611198906,0.0,4.465908118654584,0.0,0.0,0.0,0.6931471805599453,2018.0,3.0,31.0,Saturday,0
2,0,0,1,Not Selected,0,Room_Type 1,109,Online,0,0,0,108.0,0,2018-10-11,Canceled,0.0,0.6931471805599453,0.0,4.700480365792417,0.0,0.0,0.0,0.0,2018.0,10.0,11.0,Thursday,1
2,0,1,1,Meal Plan 1,0,Room_Type 4,72,Online,0,0,0,96.3,1,2018-04-02,Not_Canceled,0.0,0.6931471805599453,0.0,4.290459441148391,0.0,0.0,0.0,0.6931471805599453,2018.0,4.0,2.0,Monday,0
2,0,1,5,Meal Plan 1,0,Room_Type 1,196,Online,0,0,0,99.45,0,2018-08-22,Canceled,0.0,1.791759469228055,0.0,5.2832037287379885,0.0,0.0,0.0,0.0,2018.0,8.0,22.0,Wednesday,1
2,0,0,2,Meal Plan 1,0,Room_Type 4,56,Online,0,0,0,140.4,1,2018-05-13,Not_Canceled,0.0,1.0986122886681096,0.0,4.04305126783455,0.0,0.0,0.0,0.6931471805599453,2018.0,5.0,13.0,Sunday,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,189,Offline,0,0,0,72.25,0,2018-08-08,Not_Canceled,0.0,1.3862943611198906,0.0,5.247024072160486,0.0,0.0,0.0,0.0,2018.0,8.0,8.0,Wednesday,0
2,0,1,4,Meal Plan 1,0,Room_Type 4,126,Online,0,0,0,126.0,0,2018-08-15,Not_Canceled,0.0,1.6094379124341003,0.0,4.844187086458591,0.0,0.0,0.0,0.0,2018.0,8.0,15.0,Wednesday,0
1,0,2,2,Meal Plan 1,0,Room_Type 4,81,Online,0,0,0,146.6,1,2018-11-06,Not_Canceled,0.0,1.0986122886681096,0.0,4.406719247264253,0.0,0.0,0.0,0.6931471805599453,2018.0,11.0,6.0,Tuesday,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,54,Online,0,0,0,118.8,0,2018-10-10,Canceled,0.0,1.0986122886681096,0.0,4.007333185232471,0.0,0.0,0.0,0.0,2018.0,10.0,10.0,Wednesday,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,145.0,0,2018-10-06,Canceled,0.0,0.6931471805599453,0.0,2.772588722239781,0.0,0.0,0.0,0.0,2018.0,10.0,6.0,Saturday,1
2,0,0,4,Meal Plan 1,0,Room_Type 1,86,Online,0,0,0,84.58,0,2018-04-06,Canceled,0.0,1.6094379124341003,0.0,4.465908118654584,0.0,0.0,0.0,0.0,2018.0,4.0,6.0,Friday,1
2,0,1,2,Meal Plan 2,0,Room_Type 1,161,Online,0,0,0,130.0,0,2018-03-25,Canceled,0.0,1.0986122886681096,0.0,5.087596335232384,0.0,0.0,0.0,0.0,2018.0,3.0,25.0,Sunday,1
2,0,4,10,Meal Plan 1,0,Room_Type 4,147,Online,0,0,0,118.88,1,2018-08-03,Canceled,0.0,2.3978952727983707,0.0,4.997212273764115,0.0,0.0,0.0,0.6931471805599453,2018.0,8.0,3.0,Friday,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,92,Offline,0,0,0,101.52,0,2018-05-30,Not_Canceled,0.0,1.0986122886681096,0.0,4.532599493153256,0.0,0.0,0.0,0.0,2018.0,5.0,30.0,Wednesday,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,87,Corporate,0,0,0,100.0,0,2017-09-11,Canceled,0.0,0.6931471805599453,0.0,4.477336814478207,0.0,0.0,0.0,0.0,2017.0,9.0,11.0,Monday,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,109,Offline,0,0,0,58.0,0,2018-03-20,Not_Canceled,0.0,0.6931471805599453,0.0,4.700480365792417,0.0,0.0,0.0,0.0,2018.0,3.0,20.0,Tuesday,0
2,0,0,4,Meal Plan 1,0,Room_Type 1,127,Offline,0,0,0,61.5,2,2018-03-23,Not_Canceled,0.0,1.6094379124341003,0.0,4.852030263919617,0.0,0.0,0.0,1.0986122886681096,2018.0,3.0,23.0,Friday,0
2,0,1,4,Not Selected,0,Room_Type 1,156,Online,0,0,0,87.3,1,2018-08-24,Not_Canceled,0.0,1.6094379124341003,0.0,5.056245805348308,0.0,0.0,0.0,0.6931471805599453,2018.0,8.0,24.0,Friday,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,80,Online,0,0,0,76.5,1,2017-07-16,Canceled,0.0,1.0986122886681096,0.0,4.394449154672439,0.0,0.0,0.0,0.6931471805599453,2017.0,7.0,16.0,Sunday,1
2,0,2,2,Not Selected,0,Room_Type 1,211,Online,0,0,0,63.75,0,2018-12-16,Canceled,0.0,1.0986122886681096,0.0,5.356586274672012,0.0,0.0,0.0,0.0,2018.0,12.0,16.0,Sunday,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,273,Online,0,0,0,95.0,0,2018-05-13,Canceled,0.0,1.0986122886681096,0.0,5.6131281063880705,0.0,0.0,0.0,0.0,2018.0,5.0,13.0,Sunday,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,58,Offline,0,0,0,75.0,1,2018-11-19,Not_Canceled,0.0,0.6931471805599453,0.0,4.07753744390572,0.0,0.0,0.0,0.6931471805599453,2018.0,11.0,19.0,Monday,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,111,Online,0,0,0,101.58,1,2018-05-02,Not_Canceled,0.0,1.3862943611198906,0.0,4.718498871295094,0.0,0.0,0.0,0.6931471805599453,2018.0,5.0,2.0,Wednesday,0
2,0,2,3,Meal Plan 1,0,Room_Type 1,34,Offline,0,0,0,85.0,0,2018-08-21,Not_Canceled,0.0,1.3862943611198906,0.0,3.5553480614894135,0.0,0.0,0.0,0.0,2018.0,8.0,21.0,Tuesday,0
2,0,2,4,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,98.39,0,2018-12-03,Not_Canceled,0.0,1.6094379124341003,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,2018.0,12.0,3.0,Monday,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,106.07,1,2017-09-22,Not_Canceled,0.0,1.3862943611198906,0.0,1.9459101490553132,0.0,0.0,0.0,0.6931471805599453,2017.0,9.0,22.0,Friday,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,105.0,1,2018-07-18,Not_Canceled,0.0,0.6931471805599453,0.0,3.4965075614664802,0.0,0.0,0.0,0.6931471805599453,2018.0,7.0,18.0,Wednesday,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,145.0,2,2017-09-22,Not_Canceled,0.0,0.6931471805599453,0.0,1.6094379124341003,0.0,0.0,0.0,1.0986122886681096,2017.0,9.0,22.0,Friday,0
3,0,2,1,Meal Plan 1,0,Room_Type 1,195,Online,0,0,0,106.03,1,2018-08-13,Canceled,0.0,0.6931471805599453,0.0,5.278114659230518,0.0,0.0,0.0,0.6931471805599453,2018.0,8.0,13.0,Monday,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,119,Online,0,0,0,114.3,1,2018-08-13,Not_Canceled,0.0,1.0986122886681096,0.0,4.787491742782046,0.0,0.0,0.0,0.6931471805599453,2018.0,8.0,13.0,Monday,0
1,0,1,1,Not Selected,0,Room_Type 1,13,Online,0,0,0,88.0,0,2018-12-05,Not_Canceled,0.0,0.6931471805599453,0.0,2.639057329615259,0.0,0.0,0.0,0.0,2018.0,12.0,5.0,Wednesday,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,59,Online,0,0,0,89.25,2,2017-10-15,Not_Canceled,0.0,1.0986122886681096,0.0,4.0943445622221,0.0,0.0,0.0,1.0986122886681096,2017.0,10.0,15.0,Sunday,0
2,1,2,5,Meal Plan 1,0,Room_Type 4,78,Online,0,0,0,86.32,1,2018-03-20,Not_Canceled,0.6931471805599453,1.791759469228055,0.0,4.3694478524670215,0.0,0.0,0.0,0.6931471805599453,2018.0,3.0,20.0,Tuesday,0
2,0,2,5,Meal Plan 1,0,Room_Type 1,103,Online,0,0,0,55.96,0,2017-08-22,Not_Canceled,0.0,1.791759469228055,0.0,4.6443908991413725,0.0,0.0,0.0,0.0,2017.0,8.0,22.0,Tuesday,0
1,0,0,2,Not Selected,0,Room_Type 1,0,Online,0,0,0,109.0,1,2018-06-08,Not_Canceled,0.0,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2018.0,6.0,8.0,Friday,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,86.0,0,2018-03-01,Not_Canceled,0.0,0.6931471805599453,0.0,4.77912349311153,0.0,0.0,0.0,0.0,2018.0,3.0,1.0,Thursday,0
2,0,1,5,Meal Plan 1,0,Room_Type 1,56,Online,0,0,0,118.95,0,2018-09-05,Not_Canceled,0.0,1.791759469228055,0.0,4.04305126783455,0.0,0.0,0.0,0.0,2018.0,9.0,5.0,Wednesday,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,107,Offline,0,0,0,130.0,1,2018-06-10,Not_Canceled,0.0,1.0986122886681096,0.0,4.68213122712422,0.0,0.0,0.0,0.6931471805599453,2018.0,6.0,10.0,Sunday,0
2,0,1,3,Not Selected,0,Room_Type 1,70,Online,0,0,0,90.56,1,2018-04-14,Not_Canceled,0.0,1.3862943611198906,0.0,4.2626798770413155,0.0,0.0,0.0,0.6931471805599453,2018.0,4.0,14.0,Saturday,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,76,Online,0,0,0,87.3,1,2018-04-01,Not_Canceled,0.0,1.0986122886681096,0.0,4.343805421853684,0.0,0.0,0.0,0.6931471805599453,2018.0,4.0,1.0,Sunday,0
2,2,2,2,Meal Plan 1,0,Room_Type 6,144,Online,0,0,0,177.65,1,2018-05-27,Canceled,1.0986122886681096,1.0986122886681096,0.0,4.976733742420574,0.0,0.0,0.0,0.6931471805599453,2018.0,5.0,27.0,Sunday,1
2,1,0,2,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,127.0,1,2018-03-18,Not_Canceled,0.6931471805599453,1.0986122886681096,0.0,2.772588722239781,0.0,0.0,0.0,0.6931471805599453,2018.0,3.0,18.0,Sunday,0
1,0,1,2,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,72.9,0,2018-02-05,Canceled,0.0,1.0986122886681096,0.0,3.4965075614664802,0.0,0.0,0.0,0.0,2018.0,2.0,5.0,Monday,1
3,0,1,1,Meal Plan 1,0,Room_Type 4,49,Online,0,0,0,159.3,0,2018-05-07,Canceled,0.0,0.6931471805599453,0.0,3.912023005428146,0.0,0.0,0.0,0.0,2018.0,5.0,7.0,Monday,1
2,1,1,3,Meal Plan 1,0,Room_Type 1,77,Online,0,0,0,135.15,1,2018-05-12,Not_Canceled,0.6931471805599453,1.3862943611198906,0.0,4.356708826689592,0.0,0.0,0.0,0.6931471805599453,2018.0,5.0,12.0,Saturday,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,22,Offline,0,0,0,90.0,0,2018-10-28,Not_Canceled,0.0,1.0986122886681096,0.0,3.1354942159291497,0.0,0.0,0.0,0.0,2018.0,10.0,28.0,Sunday,0
2,0,1,0,Not Selected,0,Room_Type 1,0,Online,0,0,0,114.0,0,2017-10-18,Not_Canceled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,10.0,18.0,Wednesday,0
2,1,0,1,Meal Plan 1,1,Room_Type 1,58,Online,0,0,0,125.1,1,2018-06-21,Not_Canceled,0.6931471805599453,0.6931471805599453,0.6931471805599453,4.07753744390572,0.0,0.0,0.0,0.6931471805599453,2018.0,6.0,21.0,Thursday,0
2,0,2,6,Not Selected,0,Room_Type 1,4,Online,0,0,0,95.13,1,2017-08-14,Not_Canceled,0.0,1.9459101490553132,0.0,1.6094379124341003,0.0,0.0,0.0,0.6931471805599453,2017.0,8.0,14.0,Monday,0
2,0,0,2,Meal Plan 1,0,Room_Type 5,117,Online,0,0,0,105.84,0,2018-04-29,Canceled,0.0,1.0986122886681096,0.0,4.770684624465665,0.0,0.0,0.0,0.0,2018.0,4.0,29.0,Sunday,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,102.0,0,2018-12-26,Canceled,0.0,1.3862943611198906,0.0,3.6109179126442243,0.0,0.0,0.0,0.0,2018.0,12.0,26.0,Wednesday,1
2,0,2,2,Not Selected,0,Room_Type 1,35,Online,0,0,0,74.8,2,2018-12-02,Not_Canceled,0.0,1.0986122886681096,0.0,3.58351893845611,0.0,0.0,0.0,1.0986122886681096,2018.0,12.0,2.0,Sunday,0
2,0,1,0,Not Selected,0,Room_Type 1,31,Online,0,0,0,94.5,0,2018-04-24,Canceled,0.0,0.0,0.0,3.4657359027997265,0.0,0.0,0.0,0.0,2018.0,4.0,24.0,Tuesday,1
2,0,2,4,Not Selected,0,Room_Type 1,79,Online,0,0,0,120.6,0,2018-06-16,Not_Canceled,0.0,1.6094379124341003,0.0,4.382026634673881,0.0,0.0,0.0,0.0,2018.0,6.0,16.0,Saturday,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,139.33,0,2017-10-09,Not_Canceled,0.0,1.0986122886681096,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,2017.0,10.0,9.0,Monday,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,105.0,0,2017-09-03,Not_Canceled,0.0,1.0986122886681096,0.0,3.091042453358316,0.0,0.0,0.0,0.0,2017.0,9.0,3.0,Sunday,0
